species-name,common-name,common-name-th,common-name-th2,genus,family,images,num-images,num-observations,,
Artemisia annua L.,sweet sagewort,สะระแหน่หวาน,Sweet Sagewort,artemisia,asteraceae,"['https://bs.plantnet.org/image/s/da507483cf942220d11044a6fedc9824b9d3a61d', 'https://bs.plantnet.org/image/s/33c3c567dd78e3bdd62d8914dd9de4dc548dbe55', 'https://bs.plantnet.org/image/s/ad6f5a7f4d45da0497dc733648573dd94c9630f8', 'https://bs.plantnet.org/image/s/175ac6bafea4f4b876d677a3665b8cea95dcbff8', 'https://bs.plantnet.org/image/s/cd10cd39fb34cc7748488d9ceb0796963173df98', 'https://api.plantnet.org/v1/gbif/8373355/map.png']",3968,3261,,
Artemisia capillaris Thunb.,yin-chen wormwood,ไม้วอร์มวูดหยินเฉิน,Yin-Chen Wormwood,artemisia,asteraceae,"['https://bs.plantnet.org/image/s/09f97afc4a122e9f0839df520db7cc4feedf695e', 'https://bs.plantnet.org/image/s/f3ec9836efd48b80f4f1cade4dce64a3fba1f18e', 'https://api.plantnet.org/v1/gbif/3120722/map.png']",2,1,,
Artemisia dracunculus L.,tarragon,ทาร์รากอน,Tarragon,artemisia,asteraceae,"['https://bs.plantnet.org/image/s/870e928a7d046cf753f36ebb2bfaf6aeab3aa2fb', 'https://bs.plantnet.org/image/s/6208defaaee01dce5206be172247e661d6fb15ed', 'https://bs.plantnet.org/image/s/5fca862c6915140491a1dbf5bbe77369e9c7e951', 'https://bs.plantnet.org/image/s/2b6bd0c771368d7c8d465c43f48256f7e9ea60ba', 'https://bs.plantnet.org/image/s/89dab0c39c7ede1ee049655532a8920b9384b89c', 'https://api.plantnet.org/v1/gbif/3121581/map.png']",2677,2280,,
Artemisia vulgaris L.,mugwort,โกฐจุฬาลัมพา,คนโง่,artemisia,asteraceae,"['https://bs.plantnet.org/image/s/25efa7b96b51a4387c46f1282eda68a832ae1b28', 'https://bs.plantnet.org/image/s/ea9b9cacf7abccb5b69f198f7f9b5634762d0775', 'https://bs.plantnet.org/image/s/b27b1c693eace4cb9936bf64832623655db857bb', 'https://bs.plantnet.org/image/s/48fec9c4f43020e93073097da9abdb4193b14b48', 'https://bs.plantnet.org/image/s/8d4c49b47f0c3a68e0a15184324767446486d137', 'https://api.plantnet.org/v1/gbif/3120946/map.png']",19099,14985,,
Artocarpus altilis (Parkinson ex F.A.Zorn) Fosberg,breadfruit,สาเก,สาเก,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/f1e1cdfb66c0f1546d7166f177f5b1b6d626a794', 'https://bs.plantnet.org/image/s/f19735e7957d288f6aea7fe2a7f0cae7487f004c', 'https://bs.plantnet.org/image/s/1eea428f0a5b755772b04a73766372b16d837d2f', 'https://bs.plantnet.org/image/s/2c54b90389c4af99376e0975dda3335ff0c2db48', 'https://bs.plantnet.org/image/s/57e0d169726e0f77ee86ebbb1efd7a3cbde786a4', 'https://api.plantnet.org/v1/gbif/2984573/map.png']",568,432,,
Artocarpus altissimus (Miq.) J.J.Sm.,,,,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/30f8b182329b4e5e1057e1a89672442158e9baa0', 'https://api.plantnet.org/v1/gbif/3765235/map.png']",1,1,,
Artocarpus anisophyllus Miq.,,,,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/1008f198cf1a31b1da586524f6ef76e08229eeb5', 'https://bs.plantnet.org/image/s/0127c97098b754d373b383df9402ca506ea4a707', 'https://bs.plantnet.org/image/s/bb3b4a03b7d04f8b365b4e6ce15101187ac98ccb', 'https://bs.plantnet.org/image/s/c93aea943f1f1adbd9c91306845d08baaa9ea64d', 'https://bs.plantnet.org/image/s/303a7bfe1229e866bcf432020c8eaad48f945bcf', 'https://api.plantnet.org/v1/gbif/7262640/map.png']",VU,6,,
Artocarpus elasticus Reinw. ex Blume,terap,นำมาใช้,วงกลม,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/73b3f15e7407700979a758914f8553d9522a5777', 'https://bs.plantnet.org/image/s/a9b97ba0411cafbbdfdc8c13a89009fffab27940', 'https://bs.plantnet.org/image/s/f2a29795cc0eba539fc5ba524fe492ea54b2ccde', 'https://bs.plantnet.org/image/s/60d44f5320800b2049f946bd4d426d90e7f6140c', 'https://bs.plantnet.org/image/s/8be040a3aaa5077ff7df46bccb93ff0f00b5d638', 'https://api.plantnet.org/v1/gbif/7425575/map.png']",LC,14,,
Artocarpus fretessii Teijsm. & Binn. ex Hassk.,monkey jack,แจ็คลิง,แจ็คลิง,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/51a8398c14aa9b905fa9b6810db7bb82bf275d48', 'https://bs.plantnet.org/image/s/4a3c86f26a643f21300ca4d4ae70f483b90e3132', 'https://bs.plantnet.org/image/s/4ec23515bb0087cac625dcc8af3e9c4fdc6d8300', 'https://bs.plantnet.org/image/s/5733aa1d5c73a0de0ed1d7f7c5c68aedf0584bbe', 'https://api.plantnet.org/v1/gbif/8395469/map.png']",4,1,,
Artocarpus fulvicortex F.M.Jarrett,,,,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/96803934fe88732f98371f188fd119e9b5569caa', 'https://api.plantnet.org/v1/gbif/3764846/map.png']",1,1,,
Artocarpus heterophyllus Lam.,jackfruit,ขนุน,ขนนก,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/a2fa1613aed2c8263b5c5779bfb3c45959662cb4', 'https://bs.plantnet.org/image/s/34cd966ac64183fc01e50ff36f36b6456f7ee6dc', 'https://bs.plantnet.org/image/s/1ea2d1afd06ddea2877d7c5b6f8a14b4c181da5d', 'https://bs.plantnet.org/image/s/558cdba6591cb92ca64431407a4cf36e86911fe1', 'https://bs.plantnet.org/image/s/538164e218249c377c3df6ab2f0ea9f4b8711ac2', 'https://api.plantnet.org/v1/gbif/2984565/map.png']",2022,1446,,
Artocarpus integer (Thunb.) Merr.,chempedak,เชมเปดัก,สารเคมี,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/569aba15d79ce5f263fd948b62fc06cfb7ad2231', 'https://bs.plantnet.org/image/s/3837ff0b38039da977cb01eb2fcec6f9817c6c8a', 'https://bs.plantnet.org/image/s/e3c5756d059c511963af716706a65250de071222', 'https://bs.plantnet.org/image/s/4fc0d0f8592a4b160da76302f127a03bf7c7ab48', 'https://bs.plantnet.org/image/s/a432de787e72cb1ccf6c6ba57336f66989900f22', 'https://api.plantnet.org/v1/gbif/2984566/map.png']",LC,76,,
Artocarpus kemando Miq.,,,,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/2662cae5686627c28a7ae30240fd6a57fd2279e1', 'https://bs.plantnet.org/image/s/0501e3925139aca87146e5c2cd1a6a1e8ccd0961', 'https://bs.plantnet.org/image/s/5aa57808481e274356338d6cd75b51a5b7a7275d', 'https://bs.plantnet.org/image/s/089ff0dadbe5d0f85cacb0c322c660a3eee455d4', 'https://api.plantnet.org/v1/gbif/3764693/map.png']",NT,4,,
Artocarpus lanceifolius Roxb.,,,,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/8d79a6e13a5f6044f37f846ef051b099451700f8', 'https://api.plantnet.org/v1/gbif/7776286/map.png']",LC,1,,
Artocarpus lowii King,,,,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/b36a9e83f719c9d490a86df72b5e923cb1af8412', 'https://api.plantnet.org/v1/gbif/3764563/map.png']",VU,1,,
Artocarpus nitidus Trécul,selanking,กำลังคลาน,เซลาคิงค์,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/38b939c55beba76cbf717bc8e23f6827298ef0d0', 'https://bs.plantnet.org/image/s/9a46b2e3ff4bac840c373649529f77b3f7298066', 'https://bs.plantnet.org/image/s/8d03d8ae0bd17b5cba510d847bca14ecd517e629', 'https://bs.plantnet.org/image/s/5d52b9dd9d5e3e1252e42d6bc4d5e8fde92ef6e9', 'https://bs.plantnet.org/image/s/a8f824b6dd2bc85be306ed831443a195a27d552f', 'https://api.plantnet.org/v1/gbif/3764428/map.png']",9,3,,
Artocarpus odoratissimus Blanco,marang,ไปทาง,ไปทาง,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/5183ed0afea1dc9f5e195a0567bf63a84b9fea4f', 'https://bs.plantnet.org/image/s/7cbc5a3ea88cd01c3ba9d638eef711fe308e0256', 'https://bs.plantnet.org/image/s/2d2b4d9889c97f52963b7e22122439bdc8d39922', 'https://bs.plantnet.org/image/s/c7ad9f9178be3c6b0228150123c04020032a0f7c', 'https://bs.plantnet.org/image/s/7bb07603e29cd5c651552bbc0a9888681cd5ce96', 'https://api.plantnet.org/v1/gbif/2984571/map.png']",NT,20,,
Artocarpus rigidus Blume,monkey-jack,ลิงแจ็ค,แจ็คลิง,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/844949f1cc3573144be27af6b50174a594821a8f', 'https://bs.plantnet.org/image/s/7d97f33d3822416e53093b846473c3a04498cd78', 'https://bs.plantnet.org/image/s/7e3de970f3789dc5e325fdbaec93037ea7fb36f5', 'https://bs.plantnet.org/image/s/56e60ea2654aa756a3fd7b7a65bca2afa4982e8c', 'https://bs.plantnet.org/image/s/6d1af44ddad4aa08882ed632d2679c7f9e0266de', 'https://api.plantnet.org/v1/gbif/2984576/map.png']",LC,13,,
Artocarpus treculianus Elmer,,,,artocarpus,moraceae,"['https://bs.plantnet.org/image/s/b0470e92ac438cd1d342c984ec1a5950c62eaebb', 'https://bs.plantnet.org/image/s/1a58a9d7952ff301c008befd8d8df2b2237e868b', 'https://bs.plantnet.org/image/s/79358355f6e74cba796c6515c2c2203b3484c956', 'https://api.plantnet.org/v1/gbif/3763995/map.png']",LC,3,,
Arundo donax L.,bamboo reed,กกไม้ไผ่,ไม้ไผ่กก,arundo,poaceae,"['https://bs.plantnet.org/image/s/e9847637fe96104b6841f741f34529b44a3d3adf', 'https://bs.plantnet.org/image/s/cb1417ba4789d1e8238a0cea098e54aa0bfa8ad2', 'https://bs.plantnet.org/image/s/f9cd994279588f5de1041e72c0e7898c05e9d12a', 'https://bs.plantnet.org/image/s/09afc4f379d4de9d23a223f1fe192048a897c47e', 'https://bs.plantnet.org/image/s/040264448ee05e5fe896254507778d0deaa47f59', 'https://api.plantnet.org/v1/gbif/2703041/map.png']",LC,3506,,
Asclepias curassavica L.,tropical milkweed,ไม้มียางขาวเขตร้อน,มดลูก,asclepias,apocynaceae,"['https://bs.plantnet.org/image/s/094e3e7d652bfad65a091b769b2519e58011d2e1', 'https://bs.plantnet.org/image/s/49e9611a3534687e7d0b5cf4ceb35ad8ca789fde', 'https://bs.plantnet.org/image/s/889e11a391e01e9ee2a3bb93faa8f476c8a7261f', 'https://bs.plantnet.org/image/s/147a187c10cff1000868b15e28d87ecd26a1f3cd', 'https://bs.plantnet.org/image/s/0f8540b20efb7a4d4a529648b0ba9644368cade6', 'https://api.plantnet.org/v1/gbif/3170241/map.png']",2880,2305,,
Asparagus cochinchinensis (Lour.) Merr.,chinese asparagus,หน่อไม้ฝรั่งจีน,หน่อไม้ฝรั่งจีน,asparagus,asparagaceae,"['https://bs.plantnet.org/image/s/886923aa8ef6074d27aa782ed94bfa233cc3170f', 'https://bs.plantnet.org/image/s/53389fde74c13e57aa2c1b677d07996202c1b66f', 'https://bs.plantnet.org/image/s/4253a792a6a56619f7a02224aeda4565cc119f43', 'https://bs.plantnet.org/image/s/acd638f19ee1f46a5b2daca897fb9f729818c8f0', 'https://bs.plantnet.org/image/s/5101ca8ff8cb25c8ac6a63ea62dc9a6485fb9f39', 'https://api.plantnet.org/v1/gbif/2768772/map.png']",DD,16,,
Asparagus officinalis L.,garden asparagus,หน่อไม้ฝรั่งในสวน,หน่อไม้ฝรั่งในสวน,asparagus,asparagaceae,"['https://bs.plantnet.org/image/s/6d9a85da0750849bdef023376b415071089b7183', 'https://bs.plantnet.org/image/s/0f3634b0c737e2a8be358e4e23c6385aa38fcabb', 'https://bs.plantnet.org/image/s/6d352e58d2811c9b1408e0f017acc8f35473e618', 'https://bs.plantnet.org/image/s/d9465a7cbb1b90788050e77df58283f88d368839', 'https://bs.plantnet.org/image/s/59d250188d695bcab0cf999aeccd55797956a5b0', 'https://api.plantnet.org/v1/gbif/2768885/map.png']",LC,3594,,
Asparagus racemosus Willd.,asparagus-fern,หน่อไม้ฝรั่งเฟิร์น,หน่อไม้ฝรั่ง,asparagus,asparagaceae,"['https://bs.plantnet.org/image/s/0e2b38101faeade95ec97c98299bb293b8d95f0a', 'https://bs.plantnet.org/image/s/db1adcdb0471b5708f8388cae35d43078c8c169f', 'https://bs.plantnet.org/image/s/7fe9eb05980cb44d3501f5946a5eb1c3844aa525', 'https://bs.plantnet.org/image/s/7e02869d03d64bda92add11a24e06deba79cf96c', 'https://bs.plantnet.org/image/s/cff6a254b864b369faaddae6f7f3e3ec97e1c0a9', 'https://api.plantnet.org/v1/gbif/2768632/map.png']",83,58,,
Asystasia gangetica (L.) T.Anderson,chinese violet,สีม่วงจีน,สีม่วงจีน,asystasia,acanthaceae,"['https://bs.plantnet.org/image/s/5d647b3cf46ac21d47b1b969a699df293a831ceb', 'https://bs.plantnet.org/image/s/a7f70a2822c0b5e01b31ec415fc1a927d5c5e16a', 'https://bs.plantnet.org/image/s/8fcd5cc0da4ee41c82ca44bbc7d16b69df0e3128', 'https://bs.plantnet.org/image/s/2eff9a7d28088f67f887a3a8f05b5eb3968ecd76', 'https://bs.plantnet.org/image/s/8fb56f9a7e38d1af81489142c7feded88af6c91a', 'https://api.plantnet.org/v1/gbif/3173254/map.png']",2099,1574,,
Asystasia nemorum Nees,asystasia,แอสซิสต์เอเชีย,ผู้ช่วย,asystasia,acanthaceae,"['https://bs.plantnet.org/image/s/cff685d95d23c76b6a923be99b0e37032e469220', 'https://bs.plantnet.org/image/s/41dfdad6c392a5632132035cb206127a2531214d', 'https://api.plantnet.org/v1/gbif/3774884/map.png']",2,2,,
Attalea cohune Mart.,cohune palm,ปาล์มโคฮูน,ฝ่ามือ,attalea,arecaceae,"['https://bs.plantnet.org/image/s/4bcf19fbc03d2039bda97da552abb8cd46e99a68', 'https://bs.plantnet.org/image/s/50172ffdcb0bb9b07a5a785d0bd73ef8bb4872ce', 'https://bs.plantnet.org/image/s/cc23e2c65fd2d23ff1f8f8a8fe4c3190b5ffde4d', 'https://bs.plantnet.org/image/s/a0a41ba8f7abef227c2f5666472cfcfdccde6dce', 'https://bs.plantnet.org/image/s/f55dad8fee06a31bf0b138524aa62e4ffd60d7a4', 'https://api.plantnet.org/v1/gbif/2732676/map.png']",LC,41,,
Averrhoa bilimbi L.,bilimbi,บิลิมบี,บิลิ,averrhoa,oxalidaceae,"['https://bs.plantnet.org/image/s/8c102b9ff0b39b77d7baaafaca8af6a489efaf8f', 'https://bs.plantnet.org/image/s/2f1f7c5d234142b872d874f2a8a0102afdda36b4', 'https://bs.plantnet.org/image/s/97c256c24ea8a865fb5493aa1ff65e8b87f2f054', 'https://bs.plantnet.org/image/s/d9c074a4422845fd92227a404f8d0b0409fb659c', 'https://bs.plantnet.org/image/s/6d1c68a06777140c5cbc8f8bffbc824154739c80', 'https://api.plantnet.org/v1/gbif/2891640/map.png']",LC,650,,
Averrhoa carambola L.,starfruit,มะเฟือง,งาน,averrhoa,oxalidaceae,"['https://bs.plantnet.org/image/s/403fadda1e70dbd61c766fd67e83a560c28f5146', 'https://bs.plantnet.org/image/s/2e4d280471a373a6d721d8ecf05d6bc9ac91bb1c', 'https://bs.plantnet.org/image/s/6010dd341f6d6f7a59b8d71c1a3a98483c5c7c11', 'https://bs.plantnet.org/image/s/c56da14f11b9678bc3052e086fe1cd81bc8e9db4', 'https://bs.plantnet.org/image/s/ab1c9887c35e999653e8f83469213929003ef634', 'https://api.plantnet.org/v1/gbif/2891641/map.png']",DD,1177,,
Avicennia alba Blume,,,,avicennia,acanthaceae,"['https://bs.plantnet.org/image/s/7bc0a5bd65ec63150378488da02ad8e6f80bc82d', 'https://bs.plantnet.org/image/s/5acff3b069be2c86a221602c13b4f0c7764b25ef', 'https://api.plantnet.org/v1/gbif/6413459/map.png']",LC,2,,
Avicennia marina (Forssk.) Vierh.,grey mangrove,ป่าชายเลนสีเทา,ป่าชายเลนสีเทา,avicennia,acanthaceae,"['https://bs.plantnet.org/image/s/3e5bd77e5699f47a06eb185867c6c306d6d36739', 'https://bs.plantnet.org/image/s/18dfaecd94eb4baaf09eff116afd46aaaeef5eb8', 'https://bs.plantnet.org/image/s/a0e63a9886f3f59b5489d866639797083b1b3694', 'https://bs.plantnet.org/image/s/d115a577b6c8291d3f2193f302fc3d18d207549e', 'https://bs.plantnet.org/image/s/f97367029f07cca44f000cd7f43bf778a90c68bb', 'https://api.plantnet.org/v1/gbif/2925403/map.png']",LC,250,,
Avicennia officinalis L.,baen,เบน,คนอื่น ๆ,avicennia,acanthaceae,"['https://bs.plantnet.org/image/s/6d8d3b7ca8a348770753d0d5c566eaa159db4921', 'https://bs.plantnet.org/image/s/f694765251b02282e5bf1a9f9a93f82ba05bd9a4', 'https://bs.plantnet.org/image/s/a937521863c6d66cf56a1a838f5b3587e7699d42', 'https://bs.plantnet.org/image/s/d4f49b27a7767abfae1d98edf0e0238c5d0bfef5', 'https://bs.plantnet.org/image/s/edf77a7c7a34e60b7ba23279d12c64186ada367c', 'https://api.plantnet.org/v1/gbif/6413451/map.png']",LC,6,,
Axonopus compressus (Sw.) P.Beauv.,carpet grass,หญ้าพรม,หญ้าพรม,axonopus,poaceae,"['https://bs.plantnet.org/image/s/673eec416bfda683fb8683035221b58626db6589', 'https://bs.plantnet.org/image/s/51e0e63160fc12ad846cb3809441ff3070a63bcc', 'https://bs.plantnet.org/image/s/bc084a4305f374c20fb99f988e4e7cd9dd1389f4', 'https://bs.plantnet.org/image/s/2adfe3ea1db08dc5e5b1749d914cabd320910c16', 'https://bs.plantnet.org/image/s/896de2ffc7fbb2d69d8300986a36438cc7b57d87', 'https://api.plantnet.org/v1/gbif/2705924/map.png']",LC,282,,
Ayapana triplinervis (Vahl) R.M.King & H.Rob.,yapana,ถึงผู้ที่ทำ,สำหรับผู้ที่ทำ,ayapana,asteraceae,"['https://bs.plantnet.org/image/s/5f0b546aec7f61eb398020a49759f9c01fd8e8de', 'https://bs.plantnet.org/image/s/d20403358428eaf2b56aa67306983a61fab1e16d', 'https://bs.plantnet.org/image/s/d2b3dd9e967b4a74e7ab5045ac1ef71d271e5479', 'https://bs.plantnet.org/image/s/74ee9d71a75e9edf9bd62cc3ed315ad8dcb428d5', 'https://bs.plantnet.org/image/s/27bb3e0f682671f5519b91e14f79c3747ae275db', 'https://api.plantnet.org/v1/gbif/3142644/map.png']",106,78,,
Azadirachta excelsa (Jack) Jacobs,neem tree,ดำเนินการ,ก้าวล้ำ,azadirachta,meliaceae,"['https://bs.plantnet.org/image/s/e236e284b4fffa93493296d17e6d8d115e5bec5d', 'https://bs.plantnet.org/image/s/adf0466755174f1531341adcd1c2e4e426bb0c46', 'https://bs.plantnet.org/image/s/58565dfe1a4364fdf79c420ea7a3e2d6436ebb7b', 'https://api.plantnet.org/v1/gbif/3852944/map.png']",LC,3,,
Azolla pinnata R. Br.,green azolla,ชวนชมสีเขียว,สีเขียว Azolla,azolla,salviniaceae,"['https://bs.plantnet.org/image/s/3b7ab9075da5fd558c77b4aebf01ec26f772030a', 'https://bs.plantnet.org/image/s/57ccc85e25586a5f6c573ad0790338e11685e10c', 'https://bs.plantnet.org/image/s/63ce0f8a7bebf56375ff632bc57c3b73f4d735ca', 'https://bs.plantnet.org/image/s/7e334e44a1f094b30933af28b7fba6508db19a8c', 'https://bs.plantnet.org/image/s/5a27b9961c782e1c30a9acf33991f7dcd15a428c', 'https://api.plantnet.org/v1/gbif/2650106/map.png']",LC,31,,
Baccaurea minor Hook.f.,,,,baccaurea,phyllanthaceae,"['https://bs.plantnet.org/image/s/cb764b0d1292b3a616f03c1206e777dea0ea2b0d', 'https://api.plantnet.org/v1/gbif/3082155/map.png']",LC,1,,
Baccaurea motleyana (Müll.Arg.) Müll.Arg.,rambai,ดำเนินการต่อ,หมั่น,baccaurea,phyllanthaceae,"['https://bs.plantnet.org/image/s/3a31f734c993cb6274e34031de780bd5846f9164', 'https://bs.plantnet.org/image/s/c5c2c4f04cb7752a75801b6cb69a70f5d0d3427c', 'https://bs.plantnet.org/image/s/c4fc317990e9485a56887ab4959791ddcb6fa6ff', 'https://bs.plantnet.org/image/s/a5e51783aee836c63a00c19d50a166d559bf0a54', 'https://bs.plantnet.org/image/s/be2d0147eb5011b8bb2d4f91ce89cff1c1c97d5b', 'https://api.plantnet.org/v1/gbif/3082113/map.png']",LC,8,,
Baccaurea parviflora (Müll.Arg.) Müll.Arg.,wild rambai,แรมบีป่า,Rambai ป่า,baccaurea,phyllanthaceae,"['https://bs.plantnet.org/image/s/80784d30718596f43b66853a0d63db26a164c4dd', 'https://api.plantnet.org/v1/gbif/3082081/map.png']",LC,1,,
Baccaurea polyneura Hook.f.,,,,baccaurea,phyllanthaceae,"['https://bs.plantnet.org/image/s/cdf520e7e05eea330ba4f4752f4866176663e461', 'https://bs.plantnet.org/image/s/93768c894d19931ca8b1c000452843030be1f5eb', 'https://bs.plantnet.org/image/s/3d3343c51f33fb580cd35b6a67f197b64dad8b72', 'https://bs.plantnet.org/image/s/9ccaefe862a56e636f597ceaa84cdcbd9bf39f1a', 'https://bs.plantnet.org/image/s/23fca5d64d499d23eec8d303212802a5e3f958ae', 'https://api.plantnet.org/v1/gbif/3082102/map.png']",LC,12,,
Baccaurea racemosa (Reinw. ex Blume) Müll.Arg.,menteng,เมนเต็ง,เมนเทนเดง,baccaurea,phyllanthaceae,"['https://bs.plantnet.org/image/s/cb903134bd5ebeb480ea1e5746d15755c4ed7549', 'https://bs.plantnet.org/image/s/8721b88dc72b1b75ea4e8bedd12ba6d8d5aa9a92', 'https://bs.plantnet.org/image/s/2856fa28bfad0148bfc442e6f5436a6848c967f9', 'https://api.plantnet.org/v1/gbif/3082122/map.png']",LC,3,,
Baccaurea ramiflora Lour.,baccaurea,แบคคาเรีย,Baccaurea,baccaurea,phyllanthaceae,"['https://bs.plantnet.org/image/s/6172307fa5cde581ba73660cefba3de9a349778f', 'https://bs.plantnet.org/image/s/7304e6c4e5945aee2dd3999e8101445b5d0537cd', 'https://bs.plantnet.org/image/s/64624696f3415fe1963c7bad46772652de4991f0', 'https://bs.plantnet.org/image/s/4a4735fd7ad17ee4fd1c78c35a4363763d1b27e1', 'https://bs.plantnet.org/image/s/8381120790e5a08ff82d30d06de7984c4b995d9f', 'https://api.plantnet.org/v1/gbif/3082142/map.png']",LC,36,,
Baccaurea reticulata Hook.f.,,,,baccaurea,phyllanthaceae,"['https://bs.plantnet.org/image/s/21a90fb81f5b71aec1a74e440d07dab7f2172a1a', 'https://api.plantnet.org/v1/gbif/3082183/map.png']",LC,1,,
Baccaurea sumatrana (Miq.) Müll.Arg.,,,,baccaurea,phyllanthaceae,"['https://bs.plantnet.org/image/s/bd415e560e7ceb2c141d35a24cf892e9cd26d833', 'https://bs.plantnet.org/image/s/22112b5af2e396872e94bc0aaff7585bcdfcec38', 'https://api.plantnet.org/v1/gbif/3082179/map.png']",LC,2,,
Backhousia citriodora F.Muell.,australian lemon myrtle,ไมร์เทิลมะนาวออสเตรเลีย,Myrtle มะนาวออสเตรเลีย,backhousia,myrtaceae,"['https://bs.plantnet.org/image/s/d4e80e364055f74bc06b26b453de79279cc1853f', 'https://bs.plantnet.org/image/s/6b85f8331e41b2e7caa7b82c91fe3379327754b5', 'https://bs.plantnet.org/image/s/81e942839f19334a112a3dfb881c8d59adbaf49b', 'https://bs.plantnet.org/image/s/7b60a51059114f612b25d1509c9f0b382aac1228', 'https://bs.plantnet.org/image/s/889df012414112e9086120cb4bbe2e81b4fb0eb4', 'https://api.plantnet.org/v1/gbif/3185109/map.png']",45,28,,
